dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason,doi_norm,openalex_openalex_id,openalex_doi,openalex_title,openalex_abstract,openalex_authors,openalex_source,openalex_year,openalex_publication_date,openalex_matched_ml_terms,openalex_regime_selected,openalex_matched_regime_terms,openalex__openalex_source_file,pdf_downloaded,manual_primary_family,manual_primary_model,manual_primary_ambiguous,manual_families_any,manual_models_any
radar_cns,openalex_radar_cns_T_ml_top350.csv,140,Predicting Depressive Symptom Severity Through Individuals’ Nearby Bluetooth Device Count Data Collected by Mobile Phones: Preliminary Longitudinal Study,https://doi.org/10.2196/29840,T,7,TRUE,XGBoost; LASSO; Linear Regression; Bayesian Regression; Mixed-Effects Model,Linear / GLM; Probabilistic / statistical; Tree-based ensemble,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.2196/29840,https://openalex.org/W3172601496,https://doi.org/10.2196/29840,Predicting Depressive Symptom Severity Through Individuals’ Nearby Bluetooth Device Count Data Collected by Mobile Phones: Preliminary Longitudinal Study,Our statistical results indicate that the NBDC data have the potential to reflect changes in individuals' behaviors and statuses concurrent with the changes in the depressive state. The prediction results demonstrate that the NBDC data have a significant value in predicting depressive symptom severity. These findings may have utility for the mental health monitoring practice in real-world settings.,"Yuezhou Zhang, Amos Folarin, Shaoxiong Sun, et al.",JMIR mhealth and uhealth,2021,5/31/2021,prediction,T,longitudinal,openalex_radar_cns_T_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Tree-based ensemble;Linear / GLM;Probabilistic / statistical,XGBoost;LASSO;Linear Regression;Bayesian Regression;Mixed-Effects Model
midus,openalex_midus_T_ml_top350.csv,27,Effort–Reward Imbalance at Work and Drug Misuse: Evidence from a National Survey in the U.S.,https://doi.org/10.3390/ijerph182413334,T,1,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.3390/ijerph182413334,https://openalex.org/W4200547400,https://doi.org/10.3390/ijerph182413334,Effort–Reward Imbalance at Work and Drug Misuse: Evidence from a National Survey in the U.S.,"With the rise of drug misuse among workers in recent years, preliminary research on potential risk factors in the workplace of single-type of drug misuse has been reported. This is the first study to examine cross-sectional associations of work stress, in terms of effort-reward imbalance, with multiple drug misuse (including any drug misuse, opioid misuse, sedatives misuse, cannabis misuse, and other drug misuse) during the past 12 months in a national sample of U.S. workers. Data of 2211 workers were derived from the nationally representative and population-based Midlife in the United States (MIDUS) study. Internal consistency reliability and factorial validity of a 17-item effort-reward imbalance measure were robust and satisfactory. After adjustment for relevant covariates, logistic regression analyses showed that workers experiencing effort-reward imbalance at work had significantly higher odds of any drug misuse (OR and 95% CI = 1.18 (1.03, 1.37)), especially opioid misuse (OR and 95% CI = 1.35 (1.07, 1.69)) and other drug misuse (OR and 95% CI = 1.36 (1.01, 1.83)). The findings suggest that a stressful work environment may act as a determinant of drug misuse, and further prospective evidence is needed.","Jian Li, Timothy A. Matthews, Liwei Chen, et al.",International Journal of Environmental Research and Public Health,2021,12/17/2021,logistic regression; ann,T,,openalex_midus_T_ml_top350.csv,FALSE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
noaa,openalex_noaa_T_ml_top350.csv,299,Development towards a global operational aerosol consensus: basic climatological characteristics of the International Cooperative for Aerosol Prediction Multi-Model Ensemble (ICAP-MME),https://doi.org/10.5194/acp-15-335-2015,T,1,TRUE,Ensemble,Ensemble / stacking,TRUE,Ensemble,Ensemble / stacking,TRUE,ok,10.5194/acp-15-335-2015,https://openalex.org/W1968163205,https://doi.org/10.5194/acp-15-335-2015,Development towards a global operational aerosol consensus: basic climatological characteristics of the International Cooperative for Aerosol Prediction Multi-Model Ensemble (ICAP-MME),"Abstract. Here we present the first steps in developing a global multi-model aerosol forecasting ensemble intended for eventual operational and basic research use. Drawing from members of the International Cooperative for Aerosol Prediction (ICAP) latest generation of quasi-operational aerosol models, 5-day aerosol optical thickness (AOT) forecasts are analyzed for December 2011 through November 2012 from four institutions: European Centre for Medium-Range Weather Forecasts (ECMWF), Japan Meteorological Agency (JMA), NASA Goddard Space Flight Center (GSFC), and Naval Research Lab/Fleet Numerical Meteorology and Oceanography Center (NRL/FNMOC). For dust, we also include the National Oceanic and Atmospheric Administration-National Geospatial Advisory Committee (NOAA NGAC) product in our analysis. The Barcelona Supercomputing Centre and UK Met Office dust products have also recently become members of ICAP, but have insufficient data to be included in this analysis period. A simple consensus ensemble of member and mean AOT fields for modal species (e.g., fine and coarse mode, and a separate dust ensemble) is used to create the ICAP Multi-Model Ensemble (ICAP-MME). The ICAP-MME is run daily at 00:00 UTC for 6-hourly forecasts out to 120 h. Basing metrics on comparisons to 21 regionally representative Aerosol Robotic Network (AERONET) sites, all models generally captured the basic aerosol features of the globe. However, there is an overall AOT low bias among models, particularly for high AOT events. Biomass burning regions have the most diversity in seasonal average AOT. The Southern Ocean, though low in AOT, nevertheless also has high diversity. With regard to root mean square error (RMSE), as expected the ICAP-MME placed first over all models worldwide, and was typically first or second in ranking against all models at individual sites. These results are encouraging; furthermore, as more global operational aerosol models come online, we expect their inclusion in a robust operational multi-model ensemble will provide valuable aerosol forecasting guidance.","W. R. Sessions, Jeffrey S. Reid, Angela Benedetti, et al.",Atmospheric chemistry and physics,2015,1/13/2015,prediction,T,forecasting,openalex_noaa_T_ml_top350.csv,TRUE,Ensemble / stacking,Ensemble,FALSE,Ensemble / stacking,Ensemble
radar_cns,openalex_radar_cns_T_ml_top350.csv,61,"A Phase 1B, randomized, double blind, placebo controlled, multiple-dose escalation study of NSI-189 phosphate, a neurogenic compound, in depressed patients",https://doi.org/10.1038/mp.2015.178,T,5,TRUE,Transformer; Logistic Regression,Deep learning; Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1038/mp.2015.178,https://openalex.org/W2194721900,https://doi.org/10.1038/mp.2015.178,"A Phase 1B, randomized, double blind, placebo controlled, multiple-dose escalation study of NSI-189 phosphate, a neurogenic compound, in depressed patients","We wanted to examine tolerability and efficacy of NSI-189, a benzylpiperizine-aminiopyridine neurogenic compound for treating major depressive disorder (MDD). This was a Phase 1B, double blind, randomized, placebo controlled, multiple-dose study with three cohorts. The first cohort received 40 mg q.d. (n=6) or placebo (n=2), the second cohort 40 mg b.i.d. (n=6) or placebo (n=2), and the third cohort 40 mg t.i.d. (n=6) or placebo (n=2). Twenty-four patients with MDD were recruited, with the diagnosis and severity confirmed through remote interviews. Eligible patients received NSI-189 or placebo for 28 days in an inpatient setting with assessments for safety, pharmacokinetics (PK) and efficacy. Outpatient follow-up visits were conducted until day 84 (±3). NSI-189 was relatively well tolerated at all doses, with no serious adverse effects. NSI-189 area under the curve increased in a dose-related and nearly proportional manner across the three cohorts, with a half-life of 17.4-20.5 h. The exploratory efficacy measurements, including Symptoms Of Depression Questionnaire (SDQ), Montgomery-Asberg Depression Scale (MADRS), Clinical Global Impressions-Improvement (CGI-I), and The Massachusetts General Hospital (MGH) Cognitive and Physical Functioning Questionnaire (CPFQ) showed a promising reduction in depressive and cognitive symptoms across all measures for NSI-189, with significant improvement in the SDQ and CPFQ, and a medium to large effect size for all measures. These improvements persisted during the follow-up phase. In summary, NSI-189 shows potential as a treatment for MDD in an early phase study. The main limitation of this preliminary study was the small sample size of each cohort.","Maurizio Fava, Karl Johe, Larry Ereshefsky, et al.",Molecular Psychiatry,2015,12/8/2015,ann; area under the curve,T,follow-up,openalex_radar_cns_T_ml_top350.csv,TRUE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
studentlife,openalex_studentlife_T_ml_top350.csv,237,mPulse Mobile Sensing Model for Passive Detection of Impulsive Behavior: Exploratory Prediction Study,https://doi.org/10.2196/25019,T,3,TRUE,Transformer; LASSO; Linear Regression; Logistic Regression; Support Vector Machine; Generalized Estimating Equations,Deep learning; Kernel / instance-based; Linear / GLM; Probabilistic / statistical,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.2196/25019,https://openalex.org/W3124819461,https://doi.org/10.2196/25019,mPulse Mobile Sensing Model for Passive Detection of Impulsive Behavior: Exploratory Prediction Study,ClinicalTrials.gov NCT03006653; https://clinicaltrials.gov/ct2/show/NCT03006653.,"Hongyi Wen, Michael Sobolev, Rachel Vitale, et al.",JMIR Mental Health,2021,1/27/2021,prediction,T,,openalex_studentlife_T_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,Linear / GLM;Kernel / instance-based;Probabilistic / statistical,LASSO;Linear Regression;Logistic Regression;Support Vector Machine;Generalized Estimating Equations
mpower,openalex_mpower_T_ml_top350.csv,130,A machine learning method to process voice samples for identification of Parkinson’s disease,https://doi.org/10.1038/s41598-023-47568-w,T,4,TRUE,CNN; DNN; MLP; Random Forest; Linear Regression; Logistic Regression; k-Nearest Neighbors; Ensemble,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Tree-based ensemble,TRUE,CNN,Deep learning,TRUE,ok,10.1038/s41598-023-47568-w,https://openalex.org/W4388938846,https://doi.org/10.1038/s41598-023-47568-w,A machine learning method to process voice samples for identification of Parkinson’s disease,"Machine learning approaches have been used for the automatic detection of Parkinson's disease with voice recordings being the most used data type due to the simple and non-invasive nature of acquiring such data. Although voice recordings captured via telephone or mobile devices allow much easier and wider access for data collection, current conflicting performance results limit their clinical applicability. This study has two novel contributions. First, we show the reliability of personal telephone-collected voice recordings of the sustained vowel /a/ in natural settings by collecting samples from 50 people with specialist-diagnosed Parkinson's disease and 50 healthy controls and applying machine learning classification with voice features related to phonation. Second, we utilize a novel application of a pre-trained convolutional neural network (Inception V3) with transfer learning to analyze the spectrograms of the sustained vowel from these samples. This approach considers speech intensity estimates across time and frequency scales rather than collapsing measurements across time. We show the superiority of our deep learning model for the task of classifying people with Parkinson's disease as distinct from healthy controls.","Anu Iyer, Aaron S. Kemp, Yasir Rahmatallah, et al.",Scientific Reports,2023,11/23/2023,machine learning; deep learning; classification; neural network; convolutional neural network,T,,openalex_mpower_T_ml_top350.csv,TRUE,Deep learning,CNN,FALSE,Deep learning;Tree-based ensemble;Linear / GLM;Kernel / instance-based;Ensemble / stacking,CNN;DNN;MLP;Random Forest;Linear Regression;Logistic Regression;k-Nearest Neighbors;Ensemble
mimic,openalex_mimic_T_ml_top350.csv,222,Countdown Regression: Sharp and Calibrated Survival Predictions,,T,1,TRUE,DNN; RNN,Deep learning,TRUE,RNN,Deep learning,TRUE,ok,,,,,,,,,,,,,,FALSE,None/Unclear,None/Unclear,TRUE,,
eicu,openalex_eicu_T_ml_top350.csv,328,Multivariate Time-Series Similarity Assessment via Unsupervised Representation Learning and Stratified Locality Sensitive Hashing: Application to Early Acute Hypotensive Episode Detection,https://doi.org/10.1109/lsens.2018.2877920,T,2,TRUE,Autoencoder,Deep learning,TRUE,Autoencoder,Deep learning,TRUE,ok,10.1109/lsens.2018.2877920,https://openalex.org/W2898085821,https://doi.org/10.1109/lsens.2018.2877920,Multivariate Time-Series Similarity Assessment via Unsupervised Representation Learning and Stratified Locality Sensitive Hashing: Application to Early Acute Hypotensive Episode Detection,"An accurate and timely prediction of clinically critical events in intensive care unit (ICU) is important for improving care and survival rate. Most of the existing approaches are based on the application of various classification methods on explicitly extracted statistical features from the vital signals of ICU patients, such as the mean, the standard deviation, and the skew. In this article, we propose to eliminate the high cost of engineering hand-crafted features from multivariate time-series of physiologic signals by learning its representation with a sequence-to-sequence autoencoder. We then propose to hash the learned multivariate time-series representations of labeled dataset to enable signal similarity assessment for the prediction of critical events. We evaluate this methodological framework to predict acute hypotensive episodes (AHE) on a large and diverse dataset of vital signal recordings extracted from eICU collaborative research database. Experiments demonstrate the ability of the presented framework in accurately predicting an upcoming AHE.","Jwala Dhamala, Emmanuel Azuh, Abdullah Al-Dujaili, et al.",IEEE Sensors Letters,2018,10/24/2018,prediction; classification,T,,openalex_eicu_T_ml_top350.csv,FALSE,Deep learning,Autoencoder,FALSE,Deep learning,Autoencoder
mpower,openalex_mpower_T_ml_top350.csv,151,Evaluating seismic liquefaction potential using multivariate adaptive regression splines and logistic regression,https://doi.org/10.12989/gae.2016.10.3.269,T,1,TRUE,Logistic Regression; Support Vector Machine; Ensemble,Ensemble / stacking; Kernel / instance-based; Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.12989/gae.2016.10.3.269,https://openalex.org/W2344926221,https://doi.org/10.12989/gae.2016.10.3.269,Evaluating seismic liquefaction potential using multivariate adaptive regression splines and logistic regression,"Simplified techniques based on in situ testing methods are commonly used to assess seismic liquefaction potential. Many of these simplified methods were developed by analyzing liquefaction case histories from which the liquefaction boundary (limit state) separating two categories (the occurrence or non-occurrence of liquefaction) is determined. As the liquefaction classification problem is highly nonlinear in nature, it is difficult to develop a comprehensive model using conventional modeling techniques that take into consideration all the independent variables, such as the seismic and soil properties. In this study, a modification of the Multivariate Adaptive Regression Splines (MARS) approach based on Logistic Regression (LR) LR_MARS is used to evaluate seismic liquefaction potential based on actual field records. Three different LR_MARS models were used to analyze three different field liquefaction databases and the results are compared with the neural network approaches. The developed spline functions and the limit state functions obtained reveal that the LR_MARS models can capture and describe the intrinsic, complex relationship between seismic parameters, soil parameters, and the liquefaction potential without having to make any assumptions about the underlying relationship between the various variables. Considering its computational efficiency, simplicity of interpretation, predictive accuracy, its data-driven and adaptive nature and its ability to map the interaction between variables, the use of LR_MARS model in assessing seismic liquefaction potential is promising.","Wengang Zhang, Anthony T.C. Goh",Geomechanics and Engineering,2016,3/25/2016,predictive; classification; logistic regression; neural network,T,,openalex_mpower_T_ml_top350.csv,FALSE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
adni,openalex_adni_T_ml_top350.csv,25,Diagnosis of Alzheimer’s Disease via Multi-Modality 3D Convolutional Neural Network,https://doi.org/10.3389/fnins.2019.00509,T,4,TRUE,Autoencoder; CNN; DNN; Transformer; Random Forest; Support Vector Machine,Deep learning; Kernel / instance-based; Tree-based ensemble,TRUE,CNN,Deep learning,TRUE,ok,10.3389/fnins.2019.00509,https://openalex.org/W2916257687,https://doi.org/10.3389/fnins.2019.00509,Diagnosis of Alzheimer’s Disease via Multi-Modality 3D Convolutional Neural Network,"Alzheimer's disease (AD) is one of the most common neurodegenerative diseases. In the last decade, studies on AD diagnosis has attached great significance to artificial intelligence-based diagnostic algorithms. Among the diverse modalities of imaging data, T1-weighted MR and FDG-PET are widely used for this task. In this paper, we propose a convolutional neural network (CNN) to integrate all the multi-modality information included in both T1-MR and FDG-PET images of the hippocampal area, for the diagnosis of AD. Different from the traditional machine learning algorithms, this method does not require manually extracted features, instead, it utilizes 3D image-processing CNNs to learn features for the diagnosis or prognosis of AD. To test the performance of the proposed network, we trained the classifier with paired T1-MR and FDG-PET images in the ADNI datasets, including 731 cognitively unimpaired (labeled as CN) subjects, 647 subjects with AD, 441 subjects with stable mild cognitive impairment (sMCI) and 326 subjects with progressive mild cognitive impairment (pMCI). We obtained higher accuracies of 90.10% for CN vs. AD task, 87.46% for CN vs. pMCI task, and 76.90% for sMCI vs. pMCI task. The proposed framework yields a state-of-the-art performance. Finally, the results have demonstrated that (1) segmentation is not a prerequisite when using a CNN for the classification, (2) the combination of two modality imaging data generates better results.","Yechong Huang, Jiahang Xu, Yuncheng Zhou, et al.",Frontiers in Neuroscience,2019,5/31/2019,machine learning; artificial intelligence; classifier; classification; algorithm; neural network; convolutional neural network; cnn,T,,openalex_adni_T_ml_top350.csv,TRUE,Deep learning,CNN,FALSE,Deep learning;Tree-based ensemble;Kernel / instance-based,Autoencoder;CNN;DNN;Random Forest;Support Vector Machine
nhanes,openalex_nhanes_T_ml_top350.csv,144,Metabolic score for insulin resistance (METS-IR) predicts all-cause and cardiovascular mortality in the general population: evidence from NHANES 2001–2018,https://doi.org/10.1186/s12933-024-02334-8,T,7,TRUE,Transformer; Random Forest; Cox Proportional Hazards,Deep learning; Survival models; Tree-based ensemble,TRUE,Random Forest,Tree-based ensemble,TRUE,ok,10.1186/s12933-024-02334-8,https://openalex.org/W4400485749,https://doi.org/10.1186/s12933-024-02334-8,Metabolic score for insulin resistance (METS-IR) predicts all-cause and cardiovascular mortality in the general population: evidence from NHANES 2001–2018,"In conjunction with the results of the Boruta algorithm, METS-IR demonstrated a more significant association with all-cause and cardiovascular mortality in the U.S. population compared to the other three alternative IR indexes (TyG index, TG/HDL-C and HOMA-IR), particularly evident in individuals under 65 years old.","Mingxuan Duan, Xi Zhao, Shaolin Li, et al.",Cardiovascular Diabetology,2024,7/10/2024,algorithm,T,,openalex_nhanes_T_ml_top350.csv,TRUE,Survival models,Cox Proportional Hazards,FALSE,Tree-based ensemble;Survival models,Random Forest;Cox Proportional Hazards
elsa,openalex_elsa_T_ml_top350.csv,191,Frailty or Frailties: Exploring Frailty Index Subdimensions in the English Longitudinal Study of Ageing,https://doi.org/10.48550/arxiv.2403.00472,T,1,TRUE,Linear Regression,Linear / GLM,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.48550/arxiv.2403.00472,https://openalex.org/W4392427288,https://doi.org/10.48550/arxiv.2403.00472,Frailty or Frailties: Exploring Frailty Index Subdimensions in the English Longitudinal Study of Ageing,"Background: Frailty, a state of increased vulnerability to adverse health outcomes, has garnered significant attention in research and clinical practice. Existing constructs aggregate clinical features or health deficits into a single score. While simple and interpretable, this approach may overlook the complexity of frailty and not capture the full range of variation between individuals. Methods: Exploratory factor analysis was used to infer latent dimensions of a frailty index constructed using survey data from the English Longitudinal Study of Ageing (ELSA), wave 9. The dataset included 58 self-reported health deficits in a representative sample of community-dwelling adults aged 65+ (N = 4971). Deficits encompassed chronic disease, general health status, mobility, independence with activities of daily living, psychological wellbeing, memory and cognition. Multiple linear regression examined associations with CASP-19 quality of life scores. Results: Factor analysis revealed four frailty subdimensions. Based on the component deficits with the highest loading values, these factors were labelled ""Mobility Impairment and Physical Morbidity"", ""Difficulties in Daily Activities"", ""Mental Health"" and ""Disorientation in Time"". The four subdimensions were a better predictor of quality of life than frailty index scores. Conclusions: Distinct subdimensions of frailty can be identified from standard index scores. A decomposed approach to understanding frailty has potential to provide a more nuanced understanding of an individual's state of health across multiple deficits.","Lara Johnson, Bruce Guthrie, Paul A. Kelly, et al.",arXiv (Cornell University),2024,3/1/2024,linear regression,T,longitudinal,openalex_elsa_T_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Linear / GLM,Linear Regression
elsa,openalex_elsa_T_ml_top350.csv,85,Fenótipo cintura hipertrigliceridêmica: fatores associados e comparação com outros indicadores de risco cardiovascular e metabólico no ELSA-Brasil,https://doi.org/10.1590/0102-311x00067617,T,2,TRUE,MLP; Logistic Regression,Deep learning; Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1590/0102-311x00067617,https://openalex.org/W2795099829,https://doi.org/10.1590/0102-311x00067617,Fenótipo cintura hipertrigliceridêmica: fatores associados e comparação com outros indicadores de risco cardiovascular e metabólico no ELSA-Brasil,"This study's objectives were to estimate the prevalence of hypertriglyceridemic waist (HTW) phenotype in participants in the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil), identify associated risk factors, and compare with other cardiovascular and metabolic risk indicators. This was a cross-sectional study with baseline data from a cohort of public employees. HTW is defined as the simultaneous presence of increased waist circumference (WC) (≥ 80cm for women, ≥ 90cm for men according to the International Diabetes Federation - IDF; and ≥ 88cm for women, ≥ 102cm for men according to the U.S. National Cholesterol Education Program - NCEP) and hypertriglyceridemia. Associations between independent variables and HTW were tested with multivariate logistic regression models. HTW was also compared to other cardiovascular and metabolic risk indicators by means of correlation tests, kappa index, sensitivity, and specificity. After exclusions, 12,811 participants were analyzed. Prevalence of HTW ranged from 24.7% (IDF) to 13.3% (NCEP). HTW was associated with age, excessive alcohol consumption, former smoking, low HDL, non-high HDL, and increased C-reactive protein, independently of gender or the criterion used to define HTW. HTW was associated with cardiovascular risk indicators, especially metabolic syndrome. The high prevalence of HTW and its association with cardiovascular risk indicators, especially metabolic syndrome, supports its use as a cardiometabolic risk screening tool in clinical practice.","Roberta Souza Freitas, Maria de Jesus Mendes da Fonseca, María Inês Schmidt, et al.",Cadernos de Saúde Pública,2018,3/28/2018,regression model; logistic regression,T,longitudinal,openalex_elsa_T_ml_top350.csv,TRUE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
radar_cns,openalex_radar_cns_T_ml_top350.csv,249,A robust data fusion scheme for integrated navigation systems employing fault detection methodology augmented with fuzzy adaptive filtering,https://doi.org/10.1117/12.2035618,T,1,TRUE,Kalman Filter,Probabilistic / statistical,TRUE,Kalman Filter,Probabilistic / statistical,TRUE,ok,10.1117/12.2035618,https://openalex.org/W2013951859,https://doi.org/10.1117/12.2035618,A robust data fusion scheme for integrated navigation systems employing fault detection methodology augmented with fuzzy adaptive filtering,"Integrated navigation systems for various applications, generally employs the centralized Kalman filter (CKF) wherein all measured sensor data are communicated to a single central Kalman filter. The advantage of CKF is that there is a minimal loss of information and high precision under benign conditions. But CKF may suffer computational overloading, and poor fault tolerance. The alternative is the federated Kalman filter (FKF) wherein the local estimates can deliver optimal or suboptimal state estimate as per certain information fusion criterion. FKF has enhanced throughput and multiple level fault detection capability. The Standard CKF or FKF require that the system noise and the measurement noise are zero-mean and Gaussian. Moreover it is assumed that covariance of system and measurement noises remain constant. But if the theoretical and actual statistical features employed in Kalman filter are not compatible, the Kalman filter does not render satisfactory solutions and divergence problems also occur. To resolve such problems, in this paper, an adaptive Kalman filter scheme strengthened with fuzzy inference system (FIS) is employed to adapt the statistical features of contributing sensors, online, in the light of real system dynamics and varying measurement noises. The excessive faults are detected and isolated by employing Chi Square test method. As a case study, the presented scheme has been implemented on Strapdown Inertial Navigation System (SINS) integrated with the Celestial Navigation System (CNS), GPS and Doppler radar using FKF. Collectively the overall system can be termed as SINS/CNS/GPS/Doppler integrated navigation system. The simulation results have validated the effectiveness of the presented scheme with significantly enhanced precision, reliability and fault tolerance. Effectiveness of the scheme has been tested against simulated abnormal errors/noises during different time segments of flight. It is believed that the presented scheme can be applied to the navigation system of aircraft or unmanned aerial vehicle (UAV).","Muhammad Ushaq, Jiancheng Fang","Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",2013,10/10/2013,ann,T,,openalex_radar_cns_T_ml_top350.csv,FALSE,Probabilistic / statistical,Kalman Filter,FALSE,Probabilistic / statistical,Kalman Filter
studentlife,openalex_studentlife_T_ml_top350.csv,191,A Machine Learning Approach for Detecting Digital Behavioral Patterns of Depression Using Nonintrusive Smartphone Data (Complementary Path to Patient Health Questionnaire-9 Assessment): Prospective Observational Study,https://doi.org/10.2196/37736,T,4,TRUE,Gradient Boosting; Random Forest; XGBoost; Support Vector Machine,Kernel / instance-based; Tree-based ensemble,TRUE,Random Forest,Tree-based ensemble,TRUE,ok,10.2196/37736,https://openalex.org/W4223909169,https://doi.org/10.2196/37736,A Machine Learning Approach for Detecting Digital Behavioral Patterns of Depression Using Nonintrusive Smartphone Data (Complementary Path to Patient Health Questionnaire-9 Assessment): Prospective Observational Study,Our results demonstrate that the Mental Health Similarity Score can be used to identify and track depressive behavior and its progression with high accuracy.,"Soumya Choudhary, Nikita Thomas, Janine Ellenberger, et al.",JMIR Formative Research,2022,4/14/2022,machine learning,T,progression,openalex_studentlife_T_ml_top350.csv,TRUE,Tree-based ensemble,Random Forest,FALSE,Tree-based ensemble;Kernel / instance-based,Gradient Boosting;Random Forest;XGBoost;Support Vector Machine
eicu,openalex_eicu_T_ml_top350.csv,345,An evaluation on the association of vancomycin trough concentration with mortality in critically ill patients: A multicenter retrospective study,https://doi.org/10.1111/cts.13020,T,2,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1111/cts.13020,https://openalex.org/W3140819448,https://doi.org/10.1111/cts.13020,An evaluation on the association of vancomycin trough concentration with mortality in critically ill patients: A multicenter retrospective study,"To determine the impact of initial vancomycin trough concentration (VTC) on mortality in adult patients in the intensive care unit (ICU) undergoing vancomycin therapy. During their first ICU stay, patients with initial VTC records after vancomycin treatment were recruited from the eICU Collaborative Research Database to this multicenter retrospective cohort study, and classified into four groups according to VTC: less than 10, 10-15, 15-20, and greater than 20 mg/L. Multivariable logistic regression and sensitivity analyses were performed to explore the association of VTC, as a continuous and categorical variable, with mortality. This study enrolled 7220 patients from 335 different ICUs at 208 hospitals. Multivariable logistic regression models indicated that VTC was positively correlated with ICU (odds ratio [OR], 1.028, 95% confidence interval [CI], 1.019-1.037) and hospital (OR 1.028, 95% CI, 1.020-1.036) mortalities. Moreover, compared with VTC less than 10 mg/L, VTCs of 10-15, 15-20, and greater than 20 mg/L were associated with a higher risk of ICU mortality (OR, 1.330, 95% CI, 1.070-1.653; OR, 1.596, 95% CI, 1.265-2.015; abd OR, 1.875, 95% CI, 1.491-2.357, respectively), and VTCs of 15-20 and greater than 20 mg/L were also correlated with increased hospital mortality (OR, 1.482, 95% CI, 1.225-1.793; and OR, 1.831, 95% CI, 1.517-2.210, respectively). Similar results persisted in patients with different Acute Physiology and Chronic Health Evaluation Ⅳ scores, creatinine clearance levels, ages, and body mass indexes. Our findings indicated a potential relationship of initial VTC with ICU and hospital mortalities in patients in the ICU. However, due to the retrospective nature of this study, future prospective studies or randomized controlled trials are needed to validate those results.","Jiajia Ren, Yanli Hou, Jiamei Li, et al.",Clinical and Translational Science,2021,4/9/2021,regression model; logistic regression,T,,openalex_eicu_T_ml_top350.csv,FALSE,Linear / GLM,Logistic Regression,FALSE,Linear / GLM,Logistic Regression
mpower,openalex_mpower_T_ml_top350.csv,268,"Indicators of retention in remote digital health studies: a cross-study evaluation of 100,000 participants",https://doi.org/10.1038/s41746-020-0224-8,T,5,TRUE,Transformer; Cox Proportional Hazards; Kaplan–Meier,Deep learning; Survival models,TRUE,Cox Proportional Hazards,Survival models,TRUE,ok,10.1038/s41746-020-0224-8,https://openalex.org/W2978342502,https://doi.org/10.1038/s41746-020-0224-8,"Indicators of retention in remote digital health studies: a cross-study evaluation of 100,000 participants","Digital technologies such as smartphones are transforming the way scientists conduct biomedical research. Several remotely conducted studies have recruited thousands of participants over a span of a few months allowing researchers to collect real-world data at scale and at a fraction of the cost of traditional research. Unfortunately, remote studies have been hampered by substantial participant attrition, calling into question the representativeness of the collected data including generalizability of outcomes. We report the findings regarding recruitment and retention from eight remote digital health studies conducted between 2014-2019 that provided individual-level study-app usage data from more than 100,000 participants completing nearly 3.5 million remote health evaluations over cumulative participation of 850,000 days. Median participant retention across eight studies varied widely from 2-26 days (median across all studies = 5.5 days). Survival analysis revealed several factors significantly associated with increase in participant retention time, including (i) referral by a clinician to the study (increase of 40 days in median retention time); (ii) compensation for participation (increase of 22 days, 1 study); (iii) having the clinical condition of interest in the study (increase of 7 days compared with controls); and (iv) older age (increase of 4 days). Additionally, four distinct patterns of daily app usage behavior were identified by unsupervised clustering, which were also associated with participant demographics. Most studies were not able to recruit a sample that was representative of the race/ethnicity or geographical diversity of the US. Together these findings can help inform recruitment and retention strategies to enable equitable participation of populations in future digital health research.","Abhishek Pratap, Elias Chaibub Neto, Phil Snyder, et al.",npj Digital Medicine,2020,2/17/2020,survival analysis,T,survival analysis,openalex_mpower_T_ml_top350.csv,TRUE,Survival models,Cox Proportional Hazards,FALSE,Survival models,Cox Proportional Hazards;Kaplan-Meier
