dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason
eicu,openalex_eicu_S_ml_top350.csv,12,Explainable machine learning-based 28-day mortality prediction model for elderly patients with acute kidney injury,https://doi.org/10.1186/s12882-026-04792-6,S,6,True,MLP; Gradient Boosting; Random Forest; XGBoost; LASSO; Logistic Regression; k-Nearest Neighbors; Ensemble,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Tree-based ensemble,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,13,Development and validation of a machine learning-based prediction model for hepatorenal syndrome in liver cirrhosis patients using MIMIC-IV and eICU databases,https://doi.org/10.1038/s41598-025-86674-9,S,9,True,Gradient Boosting; Random Forest; XGBoost; LASSO; Logistic Regression; Ensemble; Decision Tree,Ensemble / stacking; Linear / GLM; Other classical ML; Tree-based ensemble,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,14,A machine learning-based prediction model for sepsis-associated delirium in intensive care unit patients with sepsis-associated acute kidney injury,https://doi.org/10.1080/0886022x.2025.2514186,S,0,True,Gradient Boosting; Random Forest; XGBoost; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Naive Bayes; Decision Tree,Kernel / instance-based; Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,15,Explainable AI in Healthcare: Leveraging Machine Learning and Knowledge Representation for Personalized Treatment Recommendations,https://doi.org/10.63332/joph.v5i1.1996,S,0,False,DNN; Random Forest; XGBoost,Deep learning; Tree-based ensemble,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,16,Data Sheet 1_Early prediction of sepsis-induced coagulopathy in the ICU using interpretable machine learning: a multi-center retrospective cohort study.docx,https://doi.org/10.3389/fmed.2025.1681621.s001,S,10,True,MLP; Gradient Boosting; LightGBM; Random Forest; XGBoost; Elastic Net; LASSO; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,17,Revolutionizing sepsis diagnosis using machine learning and deep learning models: a systematic literature review,https://doi.org/10.1186/s12879-025-11423-2,S,8,True,Autoencoder; CNN; DNN; LSTM; RNN; TCN; Transformer; CatBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; LASSO; Linear Regression; Logistic Regression; Support Vector Machine; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,True,Ensemble,Ensemble / stacking,True,ok
eicu,openalex_eicu_S_ml_top350.csv,18,Predicting Intensive Care Unit Patients’ Discharge Date with a Hybrid Machine Learning Model That Combines Length of Stay and Days to Discharge,https://doi.org/10.3390/math11234773,S,0,True,LightGBM; Random Forest; XGBoost,Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,19,Machine Learning Models in Sepsis Outcome Prediction for ICU Patients: Integrating Routine Laboratory Tests—A Systematic Review,https://doi.org/10.3390/biomedicines12122892,S,1,True,Gradient Boosting; Random Forest; Logistic Regression; Decision Tree,Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,20,Interpretable machine learning based on the Charlson comorbidity index predicts 28-day mortality in acute hypercapnic respiratory failure,https://doi.org/10.1038/s41598-025-33251-9,S,8,True,DNN; AdaBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; LASSO; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Cox Proportional Hazards; Kaplan–Meier; Decision Tree,Deep learning; Kernel / instance-based; Linear / GLM; Other classical ML; Survival models; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,21,Interpretable machine learning model for early prediction of acute kidney injury in patients with rhabdomyolysis,https://doi.org/10.1097/ec9.0000000000000126,S,0,True,Gradient Boosting; Random Forest; XGBoost; Logistic Regression; Support Vector Machine; Naive Bayes,Kernel / instance-based; Linear / GLM; Probabilistic / statistical; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,22,Interpretable machine learning reveals phosphorus-to-albumin ratio as a novel predictor of mortality and acute kidney injury in critically ill pancreatitis patients: a multi-center retrospective analysis,https://doi.org/10.1186/s40001-026-03930-y,S,8,True,AdaBoost; CatBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; LASSO; Logistic Regression; Cox Proportional Hazards; Kaplan–Meier; Random Survival Forest; Naive Bayes; Ensemble,Ensemble / stacking; Linear / GLM; Probabilistic / statistical; Survival models; Tree-based ensemble,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,23,Machine learning model to predict sepsis in ICU patients with intracerebral hemorrhage,https://doi.org/10.1038/s41598-025-99431-9,S,6,True,DNN; LSTM; RNN; Random Forest; XGBoost; LASSO; Logistic Regression; Cox Proportional Hazards,Deep learning; Linear / GLM; Survival models; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,24,Predicting ICU mortality in patients with abdominal aortic aneurysm: a nomogram based on MIMIC-IV and eICU-CRD,https://doi.org/10.7150/ijms.116265,S,9,True,LASSO; Support Vector Machine; Cox Proportional Hazards; Kaplan–Meier,Kernel / instance-based; Linear / GLM; Survival models,True,Cox Proportional Hazards,Survival models,True,ok
eicu,openalex_eicu_S_ml_top350.csv,25,"Developing a Machine Learning Model to Predict In-hospital Mortality in Sepsis-complicated Acute Pancreatitis: A Retrospective Study Utilizing MIMIC-III, MIMIC-IV and eICU Databases (Preprint)",https://doi.org/10.2196/preprints.53814,S,1,True,LASSO; Ensemble,Ensemble / stacking; Linear / GLM,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,26,Early risk stratification of acute kidney injury severity in patients with acute myocardial infarction and diabetes using machine learning,https://doi.org/10.1038/s41598-026-41356-y,S,9,True,DNN; AdaBoost; Gradient Boosting; LightGBM; Random Forest; XGBoost; LASSO; Logistic Regression; Support Vector Machine; k-Nearest Neighbors; Naive Bayes; Decision Tree,Deep learning; Kernel / instance-based; Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,27,Predicting mortality in ICU Patients with heart failure using interpretable machine learning model (Preprint),https://doi.org/10.2196/preprints.38082,S,1,True,Gradient Boosting; XGBoost; Support Vector Machine,Kernel / instance-based; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,28,Development of a Machine Learning–Based Predictive Model for Postoperative Delirium in Older Adult Intensive Care Unit Patients: Retrospective Study (Preprint),https://doi.org/10.2196/preprints.67258,S,0,False,Gradient Boosting; Random Forest; XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,29,Machine Learning-Based Multimodal Prediction of In-Hospital Cardiac Arrest in the ICU (Preprint),https://doi.org/10.2196/preprints.49142,S,1,True,LSTM; Random Forest; Support Vector Machine; Ensemble,Deep learning; Ensemble / stacking; Kernel / instance-based; Tree-based ensemble,True,Ensemble,Ensemble / stacking,True,ok
eicu,openalex_eicu_S_ml_top350.csv,30,Aprendizagem de máquina na previsão de índices de mortalidade em Unidades de Terapia Intensiva: uma revisão integrativa da literatura,nan,S,0,True,GRU; LSTM; LightGBM; Random Forest; XGBoost,Deep learning; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,31,Real-Time Prediction of AKI Among Middle-Aged and Older in ICU: A Retrospective and Machine Learning Study,https://doi.org/10.21203/rs.3.rs-57905/v1,S,9,True,CNN; DNN; LSTM; RNN; Linear Regression; Support Vector Machine; Reinforcement Learning,Deep learning; Kernel / instance-based; Linear / GLM; Other classical ML,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,32,Using machine learning for the early prediction of sepsis-associated ARDS in the ICU and identification of clinical phenotypes with differential responses to treatment,https://doi.org/10.3389/fphys.2022.1050849,S,6,True,AdaBoost; Gradient Boosting; Random Forest; Linear Regression; Logistic Regression; Naive Bayes; Decision Tree,Linear / GLM; Other classical ML; Probabilistic / statistical; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,33,Statistical Analysis and Machine Learning Prediction of Disease Outcomes for COVID-19 and Pneumonia Patients,https://doi.org/10.3389/fcimb.2022.838749,S,8,True,DNN; LSTM; MLP; Transformer; Gradient Boosting; Random Forest; XGBoost; Linear Regression; Logistic Regression; Decision Tree,Deep learning; Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,34,Neural gradient boosting in federated learning for hemodynamic instability prediction: towards a distributed and scalable deep learning-based solution.,nan,S,2,True,DNN; Gradient Boosting; Decision Tree; Federated Learning,Deep learning; Other classical ML; Tree-based ensemble,True,Decision Tree,Other classical ML,True,ok
eicu,openalex_eicu_S_ml_top350.csv,35,Predicting Duration of Mechanical Ventilation in Acute Respiratory Distress Syndrome Using Supervised Machine Learning,https://doi.org/10.3390/jcm10173824,S,0,False,Gradient Boosting; LightGBM; Random Forest; XGBoost,Tree-based ensemble,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,36,Predicting Mortality Using Machine Learning Algorithms in Patients Who Require Renal Replacement Therapy in the Critical Care Unit,https://doi.org/10.3390/jcm11185289,S,1,True,MLP; Random Forest; XGBoost; Logistic Regression,Deep learning; Linear / GLM; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,37,Abstract 448: Predicting Blood Pressure Response to Fluid Bolus Therapy Using Neural Networks with Clinical Interpretability,https://doi.org/10.1161/res.125.suppl_1.448,S,0,False,RNN; Transformer,Deep learning,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,38,Towards an Explainable Mortality Prediction Model,https://doi.org/10.1109/mlsp49062.2020.9231833,S,0,True,DNN,Deep learning,True,DNN,Deep learning,True,ok
eicu,openalex_eicu_S_ml_top350.csv,39,GJO-XGBoost: Optimized XGBoost with Golden Jackal Algorithm for 30-Days Mortality in Sepsis Patients,https://doi.org/10.22266/ijies2025.0331.16,S,0,False,CatBoost; LightGBM; XGBoost,Tree-based ensemble,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,40,The prognostic value of the PALBI score for mortality prediction in stroke: an internal and external validation study,https://doi.org/10.1038/s41598-026-39342-5,S,8,True,Random Forest; LASSO; Logistic Regression; Support Vector Machine; Cox Proportional Hazards; Kaplan–Meier,Kernel / instance-based; Linear / GLM; Survival models; Tree-based ensemble,True,Random Forest,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,41,Clinical models for predicting 30-day mortality in ARDS: A focus on ventilatory ratio-defined subgroups,https://doi.org/10.1016/j.jointm.2025.09.002,S,3,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,42,Interpretable prediction of hospital mortality in bleeding critically ill patients based on machine learning and SHAP (Preprint),https://doi.org/10.2196/preprints.66363,S,2,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,43,Interpretable Mortality Prediction Model for ICU Patients with Pneumonia: Using Shapley Additive Explanation Method (Preprint),https://doi.org/10.2196/preprints.47598,S,2,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,44,Developing an ensemble machine learning model for early prediction of sepsis-associated acute kidney injury,https://doi.org/10.1016/j.isci.2022.104932,S,1,True,Random Forest; Support Vector Machine; Ensemble,Ensemble / stacking; Kernel / instance-based; Tree-based ensemble,True,Ensemble,Ensemble / stacking,True,ok
eicu,openalex_eicu_S_ml_top350.csv,45,Artificial Intelligence Assisted Early Warning System for Acute Kidney Injury Driven by Multi-Center ICU Database,https://doi.org/10.1101/2020.01.27.20019091,S,2,True,AdaBoost,Tree-based ensemble,True,AdaBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,46,Predicting Need for Vasopressors in the Intensive Care Unit Using an Attention Based Deep Learning Model,https://doi.org/10.21203/rs.3.rs-45876/v1,S,0,False,DNN; LSTM; Transformer,Deep learning,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,47,Development of Interactive Nomograms for Predicting Short-Term Survival in ICU Patients with Aplastic Anemia,https://doi.org/10.1101/2025.02.25.25322896,S,2,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,48,Explainable Artificial Intelligence Warning Model Using an Ensemble Approach for In-Hospital Cardiac Arrest Prediction: Retrospective Cohort Study (Preprint),https://doi.org/10.2196/preprints.48244,S,1,True,Gradient Boosting; Ensemble; Decision Tree,Ensemble / stacking; Other classical ML; Tree-based ensemble,True,Ensemble,Ensemble / stacking,True,ok
eicu,openalex_eicu_S_ml_top350.csv,49,Predicting time-to-event outcomes in critically ill patients with intracerebral hemorrhage using machine learning,https://doi.org/10.1177/03000605261433691,S,1,True,Random Survival Forest,Survival models,True,Random Survival Forest,Survival models,True,ok
eicu,openalex_eicu_S_ml_top350.csv,50,Early Prediction of Delirium in Postcardiac Surgery Patients: Machine Learning Model Development and External Validation (Preprint),https://doi.org/10.2196/preprints.73283,S,1,True,Gradient Boosting; Random Forest; XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,51,A practical and explainable machine learning model based on conventional clinical features for predicting mortality in patients with sepsis,https://doi.org/10.1007/s44254-025-00157-8,S,4,True,DNN; MLP; RNN; Gradient Boosting; Random Forest; XGBoost; Logistic Regression; k-Nearest Neighbors; Random Survival Forest; Naive Bayes; Decision Tree,Deep learning; Kernel / instance-based; Linear / GLM; Other classical ML; Probabilistic / statistical; Survival models; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,52,Falsification Testing of Sepsis Prediction Models: Evaluating Independent Biological Signal After Controlling for Care-Process Intensity,https://doi.org/10.64898/2026.03.17.26348414,S,2,True,XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,53,Prediction of 28-day mortality risk in patients with sepsis and underlying liver cirrhosis: the combined predictive value of INR and lactate and nomogram development,https://doi.org/10.1186/s40001-026-04364-2,S,2,True,XGBoost; LASSO; Cox Proportional Hazards; Kaplan–Meier,Linear / GLM; Survival models; Tree-based ensemble,True,Cox Proportional Hazards,Survival models,True,ok
eicu,openalex_eicu_S_ml_top350.csv,54,Predicting Prolonged Length of ICU Stay through Machine Learning,https://doi.org/10.3390/diagnostics11122242,S,0,True,DNN; Gradient Boosting; Random Forest; Support Vector Machine; Decision Tree,Deep learning; Kernel / instance-based; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,55,Federated Learning for Predictive Analytics in Weaning from Mechanical Ventilation,https://doi.org/10.3233/shti250418,S,0,True,XGBoost; Federated Learning,Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,56,Creation and validation of a mortality risk prediction model for ICU patients with traumatic brain injury: a multicenter retrospective cohort study,https://doi.org/10.6084/m9.figshare.c.8210199,S,3,True,LASSO,Linear / GLM,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,57,Creation and validation of a mortality risk prediction model for ICU patients with traumatic brain injury: a multicenter retrospective cohort study,https://doi.org/10.6084/m9.figshare.c.8210199.v1,S,3,True,LASSO,Linear / GLM,True,LASSO,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,58,Contextualized Biomedical Language Processing Enhances ICU Survival Prediction,https://doi.org/10.1101/2024.12.20.24318979,S,2,True,CNN; DNN; LSTM; Transformer; Random Forest; LASSO,Deep learning; Linear / GLM; Tree-based ensemble,True,CNN,Deep learning,True,ok
eicu,openalex_eicu_S_ml_top350.csv,59,DySurv: dynamic deep learning model for survival analysis with conditional variational inference,https://doi.org/10.48550/arxiv.2310.18681,S,3,True,Autoencoder; DNN,Deep learning,True,Autoencoder,Deep learning,True,ok
eicu,openalex_eicu_S_ml_top350.csv,60,Vital signs as a source of racial bias,https://doi.org/10.1101/2022.02.03.22270291,S,4,True,Gradient Boosting; XGBoost; Logistic Regression,Linear / GLM; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,61,Table 1_Correlation of triglyceride-glucose index with the incidence and prognosis of hyperglycemic crises in critically ill patients with diabetes mellitus: a machine-learning-based multicenter retrospective cohort study.docx,https://doi.org/10.3389/fnut.2025.1649553.s001,S,10,True,Gradient Boosting; Random Forest; XGBoost; LASSO; Linear Regression; Logistic Regression; Support Vector Machine; Decision Tree,Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,62,A Machine Learning Approach for the Prediction of Traumatic Brain Injury Induced Coagulopathy,https://doi.org/10.3389/fmed.2021.792689,S,9,True,Gradient Boosting; Random Forest; XGBoost,Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,63,An awakening in medicine: the partnership of humanity and intelligent machines,https://doi.org/10.1016/s2589-7500(19)30127-x,S,2,True,,,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,64,Deciphering the impact of sepsis phenotypes on improving clinical outcome predictions: a multicenter retrospective analysis based on critical care in China,https://doi.org/10.1038/s41598-025-93961-y,S,7,True,Logistic Regression,Linear / GLM,True,Logistic Regression,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,65,Unsupervised learning‐derived phenotypes for personalized fluid management in critically ill patients with heart failure: A multicenter study,https://doi.org/10.1002/ctm2.70081,S,2,True,Gradient Boosting; XGBoost,Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,66,Effect of Glasgow Coma Scale Score on 28-Day Mortality in Patients with Acute Respiratory Distress Syndrome: A Multi-center Retrospective Study Based on the eICU Collaborative Research Database,https://doi.org/10.21203/rs.3.rs-3667766/v1,S,8,True,LASSO; Logistic Regression,Linear / GLM,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,67,Data_Sheet_1_A Machine Learning Approach for the Prediction of Traumatic Brain Injury Induced Coagulopathy.docx,https://doi.org/10.3389/fmed.2021.792689.s001,S,9,True,Gradient Boosting; Random Forest; XGBoost,Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,68,AI-Driven SaO2 prediction from pulse oximetry and electronic health records,https://doi.org/10.1186/s13040-025-00511-3,S,5,True,Random Forest; XGBoost; Linear Regression,Linear / GLM; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,69,Comparing Machine Learning Algorithms for Predicting Acute Kidney Injury,https://doi.org/10.1177/000313481908500731,S,0,True,DNN; Gradient Boosting; Logistic Regression,Deep learning; Linear / GLM; Tree-based ensemble,True,Logistic Regression,Linear / GLM,True,ok
eicu,openalex_eicu_S_ml_top350.csv,70,Screening Key Indicators for Acute Kidney Injury Prediction Using Machine Learning,https://doi.org/10.15837/ijccc.2021.3.4180,S,4,True,Transformer; Random Forest; XGBoost; Logistic Regression; Decision Tree,Deep learning; Linear / GLM; Other classical ML; Tree-based ensemble,True,,,False,primary_unclear
eicu,openalex_eicu_S_ml_top350.csv,71,Self-Correcting Recurrent Neural Network for Acute Kidney Injury Prediction in Critical Care,https://doi.org/10.34133/2021/9808426,S,0,False,DNN; RNN,Deep learning,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,72,Comparison of machine learning algorithms for mortality prediction in intensive care patients on multi-center critical care databases,https://doi.org/10.1088/1757-899x/1163/1/012027,S,0,False,Logistic Regression,Linear / GLM,False,,,False,not_included_any
eicu,openalex_eicu_S_ml_top350.csv,73,Comparative Analysis of Data Preparation Methods Employed in Prediction of Diabetes Mellitus Diagnosis using eICU-CRD Dataset,https://doi.org/10.1109/smartgencon51891.2021.9645891,S,0,True,LightGBM,Tree-based ensemble,True,LightGBM,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,74,Utilizing Machine Learning Predictive Analytics to Enhance Early Sepsis Diagnosis in Critical Care Setting,https://doi.org/10.1109/bcd61269.2024.10743073,S,0,True,DNN; XGBoost,Deep learning; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,75,Association between the monocyte-to-lymphocyte ratio and 28-day all-cause mortality in sepsis-associated delirium patients: a retrospective study and machine learning,https://doi.org/10.1186/s12879-026-13080-5,S,4,True,Random Forest; Cox Proportional Hazards; Kaplan–Meier; Random Survival Forest,Survival models; Tree-based ensemble,True,Random Survival Forest,Survival models,True,ok
eicu,openalex_eicu_S_ml_top350.csv,76,A Time-Incorporated SOFA-Based Explainable Machine Learning Model for Mortality Prediction in Critically Ill Patients,https://doi.org/10.21203/rs.3.rs-1026029/v1,S,6,True,DNN; Gradient Boosting; Random Forest; XGBoost; Logistic Regression; Support Vector Machine,Deep learning; Kernel / instance-based; Linear / GLM; Tree-based ensemble,True,XGBoost,Tree-based ensemble,True,ok
eicu,openalex_eicu_S_ml_top350.csv,77,DeLLiriuM: A large language model for delirium prediction in the ICU using structured EHR,https://doi.org/10.48550/arxiv.2410.17363,S,2,True,DNN,Deep learning,True,,,False,primary_unclear
